name,price,core_count,core_clock,boost_clock,microarchitecture,tdp,graphics,brand,has_integrated_graphics,socket,price_is_predicted
Intel Core i9-13900,414.99,24,2.0,5.6,Raptor Lake,65,Intel UHD Graphics 770,Intel,True,LGA1700,False
Intel Pentium Gold G7400,90.0,2,3.7,3.7,Alder Lake,46,Intel UHD Graphics 710,Intel,True,LGA1700,False
Intel Core i9-9940X,1950.0,14,3.3,4.4,Skylake,165,,Intel,False,LGA1151,False
AMD Athlon 200GE,69.98,2,3.2,3.2,Zen,35,Radeon Vega 3,AMD,True,AM4,False
Intel Core i7-4790,139.40794644623253,4,3.6,4.0,Haswell Refresh,84,Intel HD Graphics 4600,Intel,True,LGA1150,True
Intel Core i5-2500K,100.0,4,3.3,3.3,Sandy Bridge,95,Intel HD Graphics 3000,Intel,True,LGA1155,False
AMD Threadripper 1920X,195.0,12,3.5,4.0,Zen,180,,AMD,False,AM4,False
Intel Core i5-8500T,125.0,6,2.1,3.5,Coffee Lake,35,Intel UHD Graphics 630,Intel,True,LGA1151,False
Intel Core 2 Duo E8400,27.55,2,3.0,3.0,Wolfdale,65,,Intel,False,LGA775,False
Intel Xeon E3-1220 V6,25.0,4,3.0,3.5,Kaby Lake,72,,Intel,False,LGA1151,False
Intel Core i5-3570,198.71815473732644,4,3.4,3.4,Ivy Bridge,77,Intel HD Graphics 2500,Intel,True,LGA1155,True
Intel Pentium Gold G5420,29.0,2,3.8,3.8,Coffee Lake,54,Intel UHD Graphics 610,Intel,True,LGA1151,False
Intel Pentium G4400,50.0,2,3.3,3.3,Skylake,54,Intel HD Graphics 510,Intel,True,LGA1151,False
Intel Core i5-12600,249.99,6,3.3,4.8,Alder Lake,65,Intel UHD Graphics 770,Intel,True,LGA1700,False
Intel Celeron 420,69.95,1,1.6,1.6,Core,35,,Intel,False,LGA775,False
Intel Core i9-10900F,346.6231706478807,10,2.8,5.2,Comet Lake,65,,Intel,False,LGA1200,True
AMD A6-6400K,69.66057103374844,2,3.9,3.9,Piledriver,65,Radeon HD 8470D,AMD,True,FM2+,True
Intel Core i9-10900,390.77,10,2.8,5.2,Comet Lake,65,Intel UHD Graphics 630,Intel,True,LGA1200,False
Intel Celeron G5900,45.2,2,3.4,3.4,Comet Lake,58,Intel UHD Graphics 610,Intel,True,LGA1200,False
Intel Core i9-10900X,479.99,10,3.7,4.7,Cascade Lake,165,,Intel,False,LGA3647,False
Intel Core i5-4670K,105.86,4,3.4,3.4,Haswell,84,Intel HD Graphics 4600,Intel,True,LGA1150,False
Intel Core i5-6500,149.94,4,3.2,3.6,Skylake,65,Intel HD Graphics 530,Intel,True,LGA1151,False
Intel Core i9-9900K,954.81,8,3.6,5.0,Coffee Lake Refresh,95,Intel UHD Graphics 630,Intel,True,LGA1151,False
AMD Threadripper 2970WX,898.88,24,3.0,4.2,Zen+,250,,AMD,False,AM4,False
Intel Core i9-9820X,640.540942550953,10,3.3,4.1,Skylake,165,,Intel,False,LGA1151,True
Intel Core i5-13500T,363.6603150841614,14,1.6,4.6,Raptor Lake,35,Intel UHD Graphics 770,Intel,True,LGA1700,True
Intel Core i9-13900F,516.43,24,2.0,5.6,Raptor Lake,65,,Intel,False,LGA1700,False
Intel Xeon E5-1650 V4,114.94,6,3.6,4.0,Broadwell,140,,Intel,False,LGA1150,False
Intel Core i5-11600,140.0,6,2.8,4.8,Rocket Lake,65,Intel UHD Graphics 750,Intel,True,LGA1200,False
Intel Core i7-8086K,343.12,6,4.0,5.0,Coffee Lake,95,Intel UHD Graphics 630,Intel,True,LGA1151,False
AMD EPYC 4464P,429.99,12,3.7,5.4,Zen 4,65,Radeon,AMD,True,AM5,False
Intel Xeon E5-2690 V2,257.257822694446,10,3.0,3.6,Ivy Bridge,130,,Intel,False,LGA1155,True
Intel Core i7-2600K,255.55,4,3.4,3.4,Sandy Bridge,95,Intel HD Graphics 3000,Intel,True,LGA1155,False
Intel Core i7-9700K,366.0236349982298,8,3.6,4.9,Coffee Lake Refresh,95,Intel UHD Graphics 630,Intel,True,LGA1151,True
Intel Core i5-11500,160.0,6,2.7,4.6,Rocket Lake,65,Intel UHD Graphics 750,Intel,True,LGA1200,False
AMD Ryzen 5 2600,121.50559787138958,6,3.4,3.9,Zen+,65,,AMD,False,AM4,True
Intel Core i7-7700K,216.14549486722925,4,4.2,4.5,Kaby Lake,91,Intel HD Graphics 630,Intel,True,LGA1151,True
AMD FX-6350,161.86263184306424,6,3.9,3.9,Piledriver,125,,AMD,False,FM2+,True
Intel Core i9-9900,419.69,8,3.1,5.0,Coffee Lake Refresh,65,Intel UHD Graphics 630,Intel,True,LGA1151,False
AMD Ryzen 5 5600XT,164.01234268503288,6,3.7,4.7,Zen 3,65,,AMD,False,AM4,True
Intel Core i9-11900F,329.0,8,2.5,5.2,Rocket Lake,65,,Intel,False,LGA1200,False
Intel Core i7-6850K,85.0,6,3.6,3.8,Broadwell,140,,Intel,False,LGA1150,False
AMD FX-9590,292.58,8,4.7,5.0,Piledriver,220,,AMD,False,FM2+,False
Intel Core i9-12900F,359.89,16,2.4,5.1,Alder Lake,65,,Intel,False,LGA1700,False
Intel Celeron G5905,51.79,2,3.5,3.5,Comet Lake,58,Intel UHD Graphics 610,Intel,True,LGA1200,False
Intel Core i9-12900,391.4,16,2.4,5.1,Alder Lake,65,Intel UHD Graphics 770,Intel,True,LGA1700,False
Intel Core i5-14500T,364.44935333824884,14,1.7,4.8,Raptor Lake Refresh,35,Intel UHD Graphics 770,Intel,True,LGA1700,True
Intel Core i7-4770S,99.0,4,3.1,3.1,Haswell,65,Intel HD Graphics 4600,Intel,True,LGA1150,False
Intel Core i7-4930K,98.0,6,3.4,3.9,Ivy Bridge,130,,Intel,False,LGA1155,False
Intel Core i5-8600,189.0,6,3.1,4.3,Coffee Lake,65,Intel UHD Graphics 630,Intel,True,LGA1151,False
Intel Core i5-4440,100.0,4,3.1,3.3,Haswell,84,Intel HD Graphics 4600,Intel,True,LGA1150,False
Intel Core i7-6700K,171.00493730239089,4,4.0,4.2,Skylake,91,Intel HD Graphics 530,Intel,True,LGA1151,True
AMD Athlon X2 340,73.54099905276816,2,3.2,3.2,Piledriver,65,,AMD,False,FM2+,True
Intel Celeron G3930,28.5,2,2.9,2.9,Kaby Lake,51,Intel HD Graphics 610,Intel,True,LGA1151,False
Intel Pentium G4560,59.0,2,3.5,3.5,Kaby Lake,54,Intel HD Graphics 610,Intel,True,LGA1151,False
AMD Ryzen 3 3200G,85.53788231687389,4,3.6,4.0,Zen+,65,Radeon Vega 8,AMD,True,AM4,True
AMD FX-8320,188.72297576408408,8,3.5,3.5,Piledriver,125,,AMD,False,FM2+,True
AMD Ryzen 5 3400G,85.61562042126813,4,3.7,4.2,Zen+,65,Radeon Vega 11,AMD,True,AM4,True
Intel Core i3-530,45.0,2,2.93,2.93,Westmere,73,Intel HD Graphics,Intel,True,LGA1156,False
Intel Core i3-12100T,195.64283594122315,4,2.2,4.1,Alder Lake,35,Intel UHD Graphics 730,Intel,True,LGA1700,True
